emp_no,birth_date,first_name,last_name,title,from_date,to_date,salary
255349,1952-10-17,Niclas,Niizuma,Senior Staff,1999-06-04,9999-01-01,56028
255357,1953-03-07,Siddarth,Clouatre,Staff,1998-12-23,9999-01-01,87822
255358,1954-12-09,Zine,Piancastelli,Senior Engineer,2000-08-26,9999-01-01,53203
255359,1953-03-02,Bangqing,Restivo,Staff,1997-06-17,9999-01-01,40000
255368,1952-02-25,Sanjai,Attimonelli,Senior Staff,1999-09-05,9999-01-01,57277
255369,1952-03-15,Valeri,Luft,Senior Staff,1998-04-02,9999-01-01,69722
255371,1953-01-06,Arie,Kalafatis,Senior Engineer,2002-05-23,9999-01-01,55172
255150,1954-08-12,Goncalo,Muhling,Staff,1997-03-19,9999-01-01,99572
255151,1953-06-16,Rasiah,Reghbati,Senior Staff,2000-08-27,9999-01-01,53248
255154,1953-01-14,Susanna,Androutsos,Engineer,1995-02-13,9999-01-01,56696
255156,1953-07-03,Constantino,Barvinok,Technique Leader,1986-03-14,9999-01-01,40000
255157,1954-07-21,Saeed,Zlotek,Assistant Engineer,1998-10-28,9999-01-01,40000
255158,1952-04-19,Piyawadee,Cummings,Senior Engineer,1999-04-01,9999-01-01,40000
255395,1954-09-27,Toshimitsu,Rijsenbrij,Senior Staff,2000-07-11,9999-01-01,67537
255397,1952-10-11,Augustine,Guenter,Engineer,2001-01-23,9999-01-01,40000
255168,1953-04-03,Ziva,Ananiadou,Senior Staff,1992-10-08,9999-01-01,85000
255400,1953-01-16,Alair,Yetto,Engineer,1997-12-05,9999-01-01,59347
255403,1954-08-14,Yuqun,Goldhammer,Staff,1998-10-24,9999-01-01,63736
255405,1954-01-04,Vishv,Frijda,Senior Engineer,1999-10-16,9999-01-01,40000
255407,1953-10-29,Brewster,Strehl,Senior Engineer,1997-10-22,9999-01-01,63628
255171,1953-10-21,Chriss,Gist,Senior Staff,1993-08-31,9999-01-01,63091
255417,1954-09-26,Udaiprakash,Zizka,Engineer,1994-09-19,9999-01-01,40000
255172,1954-08-02,Mani,Rajcani,Senior Staff,1990-05-16,9999-01-01,53173
255174,1953-06-12,Jeanna,Zyda,Engineer,1998-10-14,9999-01-01,72375
255424,1954-07-25,Vishwani,Jenevein,Senior Engineer,1986-10-28,9999-01-01,40000
255425,1953-01-26,Jaewoo,Jumpertz,Senior Engineer,1998-04-08,9999-01-01,57909
255190,1954-11-22,Bernt,Llado,Engineer,1995-03-11,9999-01-01,40000
255432,1954-07-27,Niranjan,Rajaraman,Senior Engineer,1996-12-15,9999-01-01,40000
255439,1954-11-22,Mohan,Pagter,Staff,1998-06-10,9999-01-01,56561
255440,1952-07-22,Bodh,Barriga,Senior Engineer,1992-04-24,9999-01-01,40000
255444,1953-08-03,Luise,Swick,Senior Engineer,1998-12-31,9999-01-01,40000
255446,1954-02-18,Chinho,Parascandalo,Senior Engineer,1999-10-01,9999-01-01,61398
255561,1954-04-02,Chiranjit,Albarhamtoshy,Staff,1997-02-20,9999-01-01,48929
255453,1953-07-07,Uriel,Trogemann,Staff,1996-10-04,9999-01-01,45367
255456,1953-05-19,Aleksandar,Tibblin,Senior Staff,2001-04-30,9999-01-01,86526
255464,1952-07-06,Visit,Kragelund,Senior Engineer,1993-02-12,9999-01-01,42550
255467,1953-09-23,Hugh,Geffroy,Senior Staff,1995-11-26,9999-01-01,69154
255568,1954-06-16,Quingbo,Eiron,Technique Leader,1993-11-29,9999-01-01,49721
255484,1952-12-30,Satosi,Swan,Senior Engineer,1990-11-04,9999-01-01,40000
255488,1952-06-17,Vugranam,Azuma,Engineer,1998-05-22,9999-01-01,40000
255579,1953-09-17,Baoqiu,Birta,Senior Engineer,1996-12-03,9999-01-01,44666
255497,1953-01-01,Lucian,Thimonier,Senior Engineer,1998-08-16,9999-01-01,40000
255498,1952-11-17,Mara,Jiafu,Engineer,1995-04-16,9999-01-01,42246
255499,1952-07-04,Dannz,Engelmann,Senior Staff,2002-06-30,9999-01-01,72737
255510,1952-06-24,Ute,Denny,Engineer,1998-12-17,9999-01-01,63153
255582,1953-04-29,Candida,Montresor,Senior Engineer,1992-03-22,9999-01-01,44749
255514,1953-10-19,Yonghong,Oxenboll,Senior Staff,2001-07-21,9999-01-01,96294
255587,1953-11-28,Zine,Heinisuo,Staff,1999-09-10,9999-01-01,49188
255519,1952-07-19,Randy,Lampe,Senior Engineer,1997-12-15,9999-01-01,40000
255522,1952-12-22,Rosita,Muhling,Senior Engineer,1999-10-26,9999-01-01,58678
255523,1953-02-01,Yifei,Denos,Senior Engineer,1999-07-13,9999-01-01,54783
255592,1953-01-02,Jaideep,Bakhtari,Senior Staff,1997-03-10,9999-01-01,41115
255528,1954-03-17,Saniya,Junet,Senior Engineer,1991-01-07,9999-01-01,50323
255536,1953-05-28,Kerryn,Kragelund,Senior Staff,1998-12-10,9999-01-01,61745
255598,1954-10-27,Bernardo,Bugaenko,Engineer,1995-09-19,9999-01-01,64344
255605,1954-08-01,Sven,Krzyzanowski,Engineer,1995-07-01,9999-01-01,40000
255550,1953-10-03,Urs,Cunliffe,Engineer,1999-05-23,9999-01-01,40000
255553,1953-01-11,Masato,Pietracaprina,Senior Staff,1998-08-16,9999-01-01,40000
255556,1952-11-11,Hironoby,Kavanagh,Staff,1996-04-22,9999-01-01,40990
255606,1952-09-18,Elvis,Bonifati,Senior Staff,1997-12-22,9999-01-01,100525
255610,1952-07-29,Abdulah,Paciorek,Senior Engineer,1996-11-20,9999-01-01,68475
255611,1954-08-05,Hideyuki,Pell,Senior Engineer,2000-03-22,9999-01-01,40000
255612,1953-11-06,Kotesh,Bisiani,Senior Staff,1988-01-10,9999-01-01,63944
255622,1952-11-25,Parto,Zuberek,Technique Leader,1998-03-22,9999-01-01,41929
255626,1952-07-22,Boutros,Usdin,Senior Staff,1996-01-23,9999-01-01,40913
255628,1952-07-23,Lalit,Danley,Senior Staff,2000-01-09,9999-01-01,69942
255630,1953-09-17,Kensei,Takkinen,Senior Staff,1995-02-13,9999-01-01,50650
255748,1952-09-17,Amalendu,Benner,Senior Staff,2001-10-04,9999-01-01,87006
255636,1954-11-26,Itzchak,Docker,Senior Staff,1990-12-24,9999-01-01,52970
255757,1952-12-14,Lalit,Androutsos,Senior Engineer,1990-12-10,9999-01-01,79033
255641,1953-05-08,Randy,Bahi,Technique Leader,1987-05-20,9999-01-01,60548
255759,1952-07-06,Jianwen,Bellone,Staff,1997-04-14,9999-01-01,92532
255761,1954-01-16,Nahum,Sabnani,Senior Engineer,1997-10-15,9999-01-01,44660
255762,1952-06-14,Mooi,Openshaw,Senior Staff,1996-11-14,9999-01-01,40253
255764,1952-09-28,Geoffrey,Miyakawa,Staff,1997-03-14,9999-01-01,47316
255768,1954-09-26,Yuuichi,Plavsic,Senior Staff,1992-02-10,9999-01-01,70968
255769,1954-01-15,Panayotis,Vesna,Senior Staff,1998-09-03,9999-01-01,75677
255773,1954-03-03,Ingemar,Emden,Senior Staff,1992-11-30,9999-01-01,72566
255777,1953-05-23,Jungsoon,Rosti,Senior Staff,2002-05-18,9999-01-01,66159
255780,1953-09-21,Krassimir,Streng,Staff,1998-08-28,9999-01-01,76627
255781,1952-08-11,Sanjoy,Coors,Staff,1998-07-29,9999-01-01,75902
255790,1952-04-07,Hatem,Erbe,Senior Engineer,1996-04-14,9999-01-01,61819
255795,1952-10-28,Sashi,Godskesen,Assistant Engineer,1997-06-24,9999-01-01,40000
255796,1952-12-17,Bernardo,Smailagic,Senior Staff,2000-02-21,9999-01-01,68586
255800,1954-02-12,Hugo,Peron,Senior Staff,1990-07-09,9999-01-01,42905
255803,1953-01-21,Taegyun,McClurg,Staff,1999-10-01,9999-01-01,65700
255807,1954-10-17,Mingzeng,Kleiser,Senior Staff,1996-06-04,9999-01-01,40000
255811,1953-04-24,Palash,Hanabata,Senior Staff,2001-01-29,9999-01-01,72714
255834,1953-10-03,Brendon,Biros,Technique Leader,1989-11-05,9999-01-01,40000
255839,1953-09-10,Xumin,Kobara,Senior Staff,1997-08-15,9999-01-01,59478
255848,1953-06-04,Guiseppe,Redmiles,Senior Staff,1991-08-13,9999-01-01,40000
255865,1952-03-13,Sachio,Heuser,Senior Engineer,1990-12-29,9999-01-01,40000
255875,1953-08-24,Mihalis,Pelz,Senior Engineer,1993-06-14,9999-01-01,40000
255877,1952-07-11,Shao,Spinelli,Technique Leader,1996-03-11,9999-01-01,66311
255890,1952-02-24,Kensyu,Birke,Senior Staff,1996-11-17,9999-01-01,62279
255893,1954-02-10,Jordanka,Showalter,Senior Engineer,1995-05-07,9999-01-01,40000
255894,1954-04-10,Nimmagadda,Stemann,Senior Staff,1999-05-11,9999-01-01,57220
255895,1954-12-28,Moto,Hennebert,Senior Engineer,1991-06-06,9999-01-01,64698
255897,1954-07-02,Mark,Khalid,Senior Staff,1998-12-01,9999-01-01,66581
255898,1954-06-22,Phule,Kropp,Senior Staff,1999-02-05,9999-01-01,71653
255903,1953-01-29,Toshimitsu,Junot,Staff,1997-01-23,9999-01-01,40000
255908,1954-03-25,Ashish,Farris,Senior Engineer,1998-12-24,9999-01-01,62301
255911,1952-03-12,Bingning,Gladwell,Senior Engineer,1986-07-15,9999-01-01,40591
255913,1954-10-16,Ibibia,Hofman,Senior Engineer,1996-09-14,9999-01-01,60037
255917,1954-06-07,Gal,Homond,Senior Engineer,1995-09-18,9999-01-01,56770
255925,1954-10-13,Gaetan,Berztiss,Engineer,1999-09-22,9999-01-01,52710
255928,1954-08-16,Tiina,Czaja,Senior Engineer,1994-03-07,9999-01-01,44560
255933,1954-09-21,Cheong,Swen,Senior Staff,1999-06-13,9999-01-01,40000
255934,1952-12-06,Mantis,Fabrizio,Senior Staff,1988-12-02,9999-01-01,56682
255938,1954-05-24,Honesty,Schmiedel,Senior Engineer,1996-08-07,9999-01-01,53539
255943,1952-12-22,Gao,Cummings,Senior Engineer,1995-11-28,9999-01-01,64673
255961,1952-08-21,Harngdar,Kopetz,Senior Staff,1990-03-30,9999-01-01,76019
255962,1953-08-22,Selwyn,Malabarba,Senior Engineer,2001-02-14,9999-01-01,84218
255965,1953-08-18,Kolar,Cooke,Engineer,1999-12-15,9999-01-01,61396
255966,1952-05-29,Shay,McFarlin,Senior Staff,1992-06-08,9999-01-01,47677
255971,1953-12-28,Xianlong,Beilner,Senior Staff,1996-08-12,9999-01-01,61645
255975,1952-09-18,Menkae,Ravishankar,Senior Engineer,2000-10-03,9999-01-01,40000
255980,1953-11-17,Lorien,Picel,Engineer,1998-05-07,9999-01-01,40000
255983,1953-10-20,Adly,Thisen,Senior Engineer,2001-03-24,9999-01-01,40000
255984,1952-06-06,Stein,Kulisch,Senior Engineer,1991-06-11,9999-01-01,40000
255991,1953-02-13,Sashi,Boreale,Engineer,1997-12-18,9999-01-01,55979
256001,1953-02-10,Achilleas,Luby,Senior Staff,1994-03-21,9999-01-01,55732
256028,1952-11-15,Barna,Mandell,Senior Engineer,1996-02-27,9999-01-01,40000
256030,1954-07-25,Jianwen,Bruckman,Senior Engineer,1994-07-06,9999-01-01,40000
256048,1954-07-02,Arra,Kadhim,Engineer,1999-03-16,9999-01-01,45589
256049,1953-09-07,Make,Picci,Staff,1999-09-10,9999-01-01,40803
256057,1954-09-14,Shem,Khamsi,Senior Staff,1994-05-19,9999-01-01,66862
256058,1954-12-25,Yuriy,Stanger,Senior Engineer,1999-07-23,9999-01-01,40000
256059,1954-01-18,Jessie,Schaap,Senior Engineer,1999-03-06,9999-01-01,40000
256061,1952-05-25,Shiv,Karner,Senior Staff,1993-07-08,9999-01-01,82060
256064,1953-06-12,Sivanarayana,Legleitner,Staff,1997-12-14,9999-01-01,40000
256080,1952-12-20,Alain,Argence,Senior Staff,2000-10-25,9999-01-01,40000
256101,1952-12-19,Ingmar,Hiltgen,Staff,1998-02-14,9999-01-01,49053
256105,1954-08-30,Deborah,Luce,Staff,1998-06-12,9999-01-01,84524
256113,1954-08-09,Snehasis,Vecchio,Senior Engineer,1996-07-19,9999-01-01,60294
256116,1952-04-02,Erzsebet,Walstra,Senior Engineer,1996-12-25,9999-01-01,56581
256121,1953-01-08,Katsuyuki,Pollacia,Senior Staff,1991-06-25,9999-01-01,55385
256144,1953-11-04,Phuoc,Wrigley,Senior Staff,1999-02-10,9999-01-01,51729
256163,1952-10-30,Lakshmi,Mamelak,Senior Staff,1994-04-24,9999-01-01,40000
256166,1954-08-09,Jordanka,Velardi,Senior Engineer,1997-04-14,9999-01-01,56163
256167,1953-09-26,Mahendra,Kenevan,Senior Engineer,1993-12-14,9999-01-01,48208
256169,1954-12-07,Fox,Prochazka,Staff,1997-09-16,9999-01-01,41857
256170,1954-02-20,Leandro,Danecki,Staff,1999-10-21,9999-01-01,40000
256172,1954-04-10,Arvin,Arlazarov,Senior Engineer,1988-09-05,9999-01-01,54179
256173,1952-07-24,Uriel,Himler,Senior Engineer,1996-01-30,9999-01-01,40000
256178,1952-03-18,Randi,Lortz,Senior Engineer,1995-05-05,9999-01-01,43997
256179,1954-09-07,Barun,Ginneken,Engineer,1996-10-09,9999-01-01,56108
256180,1954-04-28,Nikolaos,Lores,Senior Staff,1993-01-04,9999-01-01,64741
256185,1954-07-19,Bodh,Ghalwash,Senior Engineer,1993-01-26,9999-01-01,40000
256188,1953-10-21,Randy,Krogh,Engineer,1996-10-13,9999-01-01,62577
256189,1952-08-08,Kellyn,Reghbati,Senior Staff,1995-07-30,9999-01-01,56755
256194,1954-10-14,Martine,Murrill,Staff,1994-10-28,9999-01-01,51924
256204,1954-11-21,Ziya,Selvestrel,Senior Engineer,1994-10-29,9999-01-01,43028
256208,1952-06-22,Mingsen,Ressouche,Staff,1998-07-16,9999-01-01,42006
256213,1954-07-30,Shichao,Pileggi,Assistant Engineer,1998-06-13,9999-01-01,40000
256217,1952-12-12,Zijian,Schiettecatte,Senior Staff,2000-09-24,9999-01-01,40000
256232,1954-07-26,Weiru,Papastamatiou,Senior Engineer,1999-07-26,9999-01-01,47714
256235,1952-03-07,Oguz,Halevi,Senior Staff,1992-01-28,9999-01-01,72421
256239,1953-01-01,Stein,Gadepally,Senior Staff,2001-07-21,9999-01-01,40000
256241,1952-03-24,Brigham,Uludag,Senior Staff,1995-07-06,9999-01-01,65494
256253,1952-06-30,Constantino,Bojadziev,Engineer,1997-10-14,9999-01-01,44158
256259,1954-12-16,Tetsurou,DuCasse,Engineer,1998-04-23,9999-01-01,40000
256260,1954-08-15,Theirry,Piancastelli,Engineer,1997-12-03,9999-01-01,40000
256262,1954-10-26,Henk,Slutz,Staff,1997-03-25,9999-01-01,87719
256263,1953-09-29,Magy,Granlund,Senior Engineer,1998-10-28,9999-01-01,40000
256264,1954-08-11,Mario,Heiserman,Senior Engineer,1993-06-10,9999-01-01,42476
256271,1953-11-21,Sarita,Siprelle,Staff,2000-01-03,9999-01-01,60907
256291,1954-09-17,Shih,Openshaw,Senior Engineer,1997-05-18,9999-01-01,44437
256300,1954-10-27,Toshiko,Garnier,Senior Engineer,1988-02-19,9999-01-01,62401
255646,1952-08-25,Lubomir,DeMori,Senior Engineer,1997-01-06,9999-01-01,40308
255650,1952-12-29,Giri,Glowinski,Senior Staff,2000-05-27,9999-01-01,40000
256304,1954-11-21,Bikash,Mawatari,Senior Staff,1999-03-02,9999-01-01,40000
256305,1953-10-01,Xinyu,Kobara,Staff,1997-09-10,9999-01-01,40000
256308,1954-10-28,Zdislav,Niizuma,Senior Staff,1991-04-08,9999-01-01,40000
255667,1953-07-15,Ranan,Crooks,Staff,1998-05-23,9999-01-01,46183
256320,1952-07-23,Visit,Erva,Senior Engineer,1999-04-23,9999-01-01,40000
256326,1952-05-27,Nalini,Ertl,Technique Leader,1995-03-17,9999-01-01,48760
256328,1953-02-13,Baoqiu,Mahnke,Senior Engineer,2000-09-13,9999-01-01,48871
255668,1953-04-11,Lokesh,Pashtan,Senior Staff,1997-01-20,9999-01-01,59879
256335,1954-09-13,Flemming,Baba,Senior Engineer,1994-02-12,9999-01-01,40000
255672,1953-04-25,Huiqun,Kamble,Senior Staff,1996-11-30,9999-01-01,63675
256341,1953-02-21,Parke,Candan,Senior Staff,1987-12-25,9999-01-01,63793
256342,1954-12-09,Barton,Picaronny,Senior Staff,1991-05-23,9999-01-01,62998
255679,1954-03-15,Lansing,Garnick,Senior Staff,1995-08-16,9999-01-01,43688
256353,1954-10-12,Valery,Haraldson,Staff,1994-01-23,9999-01-01,46945
255680,1952-07-07,Temple,Preusig,Senior Engineer,1998-11-29,9999-01-01,40000
256360,1953-01-13,Luise,Schaft,Senior Staff,1995-03-01,9999-01-01,40000
256361,1954-02-15,Jaideep,Peltason,Senior Engineer,1988-07-10,9999-01-01,48901
255682,1952-12-21,Krister,Andreotta,Technique Leader,1994-11-21,9999-01-01,40000
255686,1952-10-18,Clyde,Peral,Senior Engineer,1992-07-18,9999-01-01,40000
256375,1952-09-21,DeForest,Marchegay,Senior Engineer,1993-01-17,9999-01-01,61592
256377,1952-08-05,Maja,Couchot,Senior Engineer,1998-07-28,9999-01-01,60951
255705,1954-08-28,Aimee,Acton,Engineer,1995-01-22,9999-01-01,51726
256392,1953-12-20,Kensei,Benzaken,Staff,1994-12-05,9999-01-01,84360
256394,1954-06-27,Takahiro,Tagansky,Engineer,1997-07-05,9999-01-01,47053
256402,1954-09-22,Dines,Rosen,Staff,1999-04-30,9999-01-01,55849
256407,1952-12-08,Boaz,Mawatari,Senior Staff,1985-06-17,9999-01-01,44973
256411,1953-08-01,Howell,Fendler,Engineer,1997-10-01,9999-01-01,63306
256412,1954-09-18,Yongmao,Mansanne,Senior Engineer,1998-02-22,9999-01-01,47442
256423,1952-02-02,Bodh,Baik,Senior Engineer,2001-12-27,9999-01-01,58930
256428,1953-08-15,Abdulla,Ranum,Engineer,1998-11-14,9999-01-01,40049
256429,1954-10-09,Takahiro,Kaiserswerth,Senior Engineer,1995-01-26,9999-01-01,40000
256431,1953-02-14,Lena,Schiettecatte,Senior Staff,2000-11-24,9999-01-01,55925
256433,1952-03-16,Shahab,Speek,Senior Engineer,2002-06-24,9999-01-01,40000
256436,1952-05-19,Szabolcs,Avouris,Staff,1999-03-31,9999-01-01,40000
256440,1953-12-13,Jenwei,Merey,Senior Engineer,1985-08-10,9999-01-01,46452
256443,1954-04-16,Lorien,Geffroy,Senior Staff,1993-08-04,9999-01-01,74978
256444,1953-09-11,Quingbo,Vingron,Senior Engineer,1990-09-08,9999-01-01,53441
256451,1953-08-25,Dmitri,Lueh,Senior Engineer,1999-08-11,9999-01-01,45708
256455,1954-02-20,Moie,Matzen,Technique Leader,1990-07-02,9999-01-01,55649
256459,1953-09-14,Claudi,Ranum,Senior Staff,1993-06-20,9999-01-01,81131
256461,1953-02-16,Khedija,Muniz,Senior Staff,1995-11-29,9999-01-01,76081
256466,1953-07-04,Constantine,Brodie,Staff,1997-10-03,9999-01-01,95493
256468,1954-11-06,Bernice,Grospietsch,Engineer,1999-04-17,9999-01-01,40000
256471,1953-05-09,Adam,Beetstra,Staff,1998-05-07,9999-01-01,49089
256480,1952-03-15,Demos,Ghemri,Senior Engineer,1994-10-17,9999-01-01,51574
256484,1953-05-14,Fayez,Randi,Senior Staff,2000-12-27,9999-01-01,40000
255708,1953-06-06,Sanjoy,Porenta,Senior Engineer,1998-11-29,9999-01-01,42715
255711,1953-04-15,Duangkaew,Erie,Senior Engineer,1999-11-23,9999-01-01,40000
256487,1954-05-08,Kristinn,Busillo,Senior Engineer,2002-05-07,9999-01-01,53980
256488,1954-05-29,Elvis,Hofmeyr,Staff,1995-11-20,9999-01-01,40000
255713,1954-04-01,Dekang,Nittel,Senior Staff,1992-08-03,9999-01-01,78054
256494,1954-10-08,Kitty,Champarnaud,Senior Staff,1988-02-20,9999-01-01,60199
255714,1953-02-03,Rafail,Botman,Senior Staff,1996-11-08,9999-01-01,40000
256496,1953-02-11,Shaibal,Ballarin,Technique Leader,1997-01-17,9999-01-01,51374
256500,1954-05-21,Margareta,Baaz,Engineer,1998-12-05,9999-01-01,60516
255715,1953-02-28,Weicheng,Molberg,Senior Staff,1993-01-25,9999-01-01,49726
255722,1954-05-23,Atreyi,Grospietsch,Senior Staff,1999-08-21,9999-01-01,44732
256511,1953-08-12,Luisa,Hainaut,Staff,1996-07-26,9999-01-01,60115
256514,1952-10-22,Alois,Madeira,Senior Engineer,1992-09-13,9999-01-01,40000
255725,1954-11-27,Constantine,Merro,Engineer,1996-01-30,9999-01-01,67332
255728,1952-02-20,Anestis,Emmerich,Staff,1997-06-16,9999-01-01,90227
256535,1954-10-21,Yechiam,Danecki,Senior Staff,1994-12-15,9999-01-01,40000
255733,1952-04-20,Herb,Piazza,Senior Staff,1999-12-17,9999-01-01,60298
256544,1952-05-13,Nirmal,Gide,Senior Engineer,1991-05-22,9999-01-01,68952
255741,1954-09-19,Jacopo,Terwilliger,Senior Staff,1988-09-01,9999-01-01,40000
256551,1953-01-09,Jaewoo,Peroz,Senior Engineer,1993-02-12,9999-01-01,51903
256559,1953-01-22,Arif,Backhouse,Senior Staff,1996-09-23,9999-01-01,81702
256560,1953-12-27,Horward,Raczkowsky,Engineer,1997-01-28,9999-01-01,56347
256671,1953-07-23,Pranav,Kading,Senior Engineer,1997-01-01,9999-01-01,40000
256572,1954-09-24,Gila,Seghrouchni,Senior Engineer,1993-09-23,9999-01-01,59215
256576,1953-11-23,Kolar,Boudaillier,Senior Staff,1993-06-04,9999-01-01,50817
256579,1954-09-16,Adhemar,Pfau,Engineer,1997-11-02,9999-01-01,54053
256583,1952-02-29,Fatemeh,Servi,Senior Engineer,1995-08-01,9999-01-01,53571
256597,1952-07-02,Mori,Baer,Engineer,1997-04-15,9999-01-01,83982
256605,1954-10-29,Niteen,Menhardt,Senior Staff,2000-07-26,9999-01-01,64885
256678,1953-05-03,Quingbo,Gustavson,Senior Staff,1998-11-26,9999-01-01,57161
256611,1953-11-21,Godehard,Lally,Senior Engineer,2001-10-19,9999-01-01,49510
256613,1954-12-08,Jenwei,Hebden,Engineer,1995-12-27,9999-01-01,40000
256617,1954-11-11,Mohan,Alameldin,Senior Engineer,1993-11-21,9999-01-01,41602
256618,1952-08-06,Fumitaka,Hettesheimer,Senior Engineer,1998-01-24,9999-01-01,40000
256691,1952-11-28,Itzchak,Shanbhogue,Senior Staff,1999-06-06,9999-01-01,72480
256626,1952-05-03,Yurii,Fortenbacher,Technique Leader,1996-01-18,9999-01-01,40000
256629,1953-08-01,Toong,Jiang,Senior Engineer,1996-11-11,9999-01-01,40000
256632,1952-09-04,Qunsheng,Vingron,Senior Engineer,1994-09-26,9999-01-01,40000
256633,1952-02-26,Babette,Heystek,Senior Staff,1999-12-05,9999-01-01,86358
256636,1954-02-24,Mayuri,Hoppenstand,Senior Engineer,1995-04-06,9999-01-01,47663
256637,1954-10-08,Udi,Madeira,Senior Staff,1997-08-27,9999-01-01,70359
256638,1954-01-28,Hyuncheol,Scharstein,Senior Staff,1990-01-17,9999-01-01,87391
256692,1952-11-03,Mokhtar,Rosiles,Senior Engineer,2002-05-03,9999-01-01,47627
256643,1952-09-22,Jaewon,Pusterhofer,Staff,1999-06-08,9999-01-01,52132
256695,1953-02-25,Khedija,Lorho,Senior Staff,1998-12-08,9999-01-01,40000
256701,1952-11-24,Chikako,Veevers,Senior Engineer,1993-07-10,9999-01-01,40000
256657,1953-10-10,Terresa,Baumann,Senior Staff,2000-03-28,9999-01-01,57618
256661,1952-02-22,Moriyoshi,Talmor,Senior Engineer,1988-10-13,9999-01-01,41450
256702,1954-12-27,Uli,Murrill,Senior Staff,1992-11-21,9999-01-01,40000
256665,1954-10-12,Jinxi,Zykh,Engineer,1999-06-05,9999-01-01,40000
256705,1952-12-10,Uinam,Raney,Engineer,1996-02-12,9999-01-01,60349
256727,1952-05-19,Marin,Glowinski,Senior Staff,1998-06-13,9999-01-01,50335
256728,1953-11-23,Sajjan,Huxford,Senior Staff,1988-10-29,9999-01-01,64478
256729,1954-08-25,Shen,Meszaros,Engineer,1999-08-04,9999-01-01,80808
256731,1952-08-21,Roselyn,Cappello,Staff,1996-07-04,9999-01-01,40000
256737,1954-10-27,Brewster,Dechter,Senior Staff,1995-08-28,9999-01-01,53864
256858,1954-02-01,Fuqing,Strooper,Senior Engineer,1995-01-22,9999-01-01,40781
256740,1953-08-06,Marsal,Vanwelkenhuysen,Senior Engineer,1991-05-02,9999-01-01,40000
256863,1952-07-23,Jahangir,Leonhardt,Senior Engineer,1994-09-11,9999-01-01,48703
256743,1954-01-30,King,Bhattacharjee,Senior Engineer,1993-03-25,9999-01-01,40000
256751,1952-06-05,Boutros,Morris,Engineer,1995-01-12,9999-01-01,45303
256887,1953-08-12,Candido,Pelc,Staff,1999-08-13,9999-01-01,65749
256890,1954-04-21,Shan,Prampolini,Senior Engineer,2002-06-09,9999-01-01,40000
256764,1952-12-07,Shirish,Merks,Senior Staff,1995-04-16,9999-01-01,40000
256892,1952-12-04,Alejandra,Christ,Technique Leader,1989-05-20,9999-01-01,43575
256765,1953-03-12,Krisda,Strooper,Senior Engineer,2000-09-20,9999-01-01,41577
256769,1954-12-03,Shiv,Barbanera,Senior Staff,1992-05-29,9999-01-01,85369
256918,1953-06-18,Dannz,Matzov,Senior Engineer,1997-01-31,9999-01-01,43321
256920,1954-11-16,Martial,Salinas,Senior Staff,1989-06-02,9999-01-01,40000
256783,1952-05-13,Gonzalo,Bail,Engineer,1995-02-11,9999-01-01,66157
256923,1952-03-10,Shaunak,Neimat,Senior Staff,1989-10-04,9999-01-01,79625
256924,1954-09-24,Mountaz,Docker,Senior Engineer,1997-08-20,9999-01-01,55492
256929,1952-03-07,Gadiel,Anguita,Staff,1995-09-06,9999-01-01,50357
256936,1952-04-25,Maha,Redmiles,Senior Engineer,1992-10-01,9999-01-01,40000
256784,1953-11-04,Sachio,Serdy,Senior Staff,1995-11-21,9999-01-01,41663
256940,1953-03-13,Leszek,Schaft,Senior Engineer,1997-07-08,9999-01-01,40000
256942,1953-05-28,Shunichi,Speek,Senior Staff,1994-10-06,9999-01-01,40000
256786,1953-02-07,Armond,Slaats,Senior Staff,1997-12-14,9999-01-01,58494
256943,1952-04-03,Zhiguo,Levasseur,Engineer,1997-02-04,9999-01-01,40000
256951,1952-07-21,Ranan,Pelz,Staff,1999-02-26,9999-01-01,70661
256958,1954-11-15,Tayeb,Zlotek,Senior Engineer,1998-06-23,9999-01-01,53334
256959,1954-02-07,Xiping,Yurek,Senior Staff,1995-08-13,9999-01-01,48920
256961,1954-11-19,Aksel,Farrar,Senior Engineer,1997-06-20,9999-01-01,56341
256963,1952-06-05,Gao,Brookner,Engineer,1997-01-14,9999-01-01,56510
256965,1953-11-24,Vojin,Auyong,Senior Engineer,1997-03-19,9999-01-01,44460
256969,1953-08-02,Kazuhisa,Keohane,Senior Engineer,2002-03-24,9999-01-01,45605
256974,1954-09-27,Kenton,Hopewell,Senior Staff,1998-09-07,9999-01-01,72294
256993,1953-11-25,Martijn,Laurillard,Engineer,1999-02-16,9999-01-01,58729
256996,1954-02-01,Arfst,Highland,Staff,1996-03-02,9999-01-01,96497
256999,1952-06-03,Shugo,Liesche,Senior Staff,1994-08-17,9999-01-01,40000
257000,1953-09-03,Karoline,Kropp,Engineer,1995-11-29,9999-01-01,40000
257001,1952-10-30,Felicidad,Speel,Senior Staff,2002-04-11,9999-01-01,56358
257003,1953-06-25,Manu,Haumacher,Technique Leader,1996-01-05,9999-01-01,54684
257009,1952-10-15,Jasminko,Zschoche,Senior Engineer,1992-11-08,9999-01-01,66665
257013,1953-07-08,Vojin,Oppitz,Assistant Engineer,2000-01-08,9999-01-01,46200
257016,1952-05-13,Kshitij,Penttonen,Engineer,1996-02-09,9999-01-01,40000
